Id,SalePrice
1461,149312.625
1462,166715.03125
1463,197587.578125
1464,213063.125
1465,191016.390625
1466,204013.1875
1467,143619.53125
1468,191325.8125
1469,200571.46875
1470,126673.8828125
1471,189547.65625
1472,97765.0234375
1473,101436.734375
1474,166533.453125
1475,112157.4296875
1476,360038.0
1477,261597.78125
1478,291711.65625
1479,291008.9375
1480,389877.6875
1481,291225.9375
1482,214753.90625
1483,206455.4375
1484,157911.8125
1485,221547.984375
1486,232510.65625
1487,302796.71875
1488,265855.40625
1489,220776.046875
1490,232403.8125
1491,239683.5625
1492,125519.140625
1493,193905.953125
1494,299181.4375
1495,279117.125
1496,208670.3125
1497,194440.609375
1498,174191.828125
1499,172114.265625
1500,166768.046875
1501,172352.234375
1502,162973.640625
1503,265436.125
1504,261777.5625
1505,238543.65625
1506,177132.53125
1507,270438.0625
1508,216104.15625
1509,183553.375
1510,153686.78125
1511,156118.15625
1512,174458.0625
1513,164231.71875
1514,140436.703125
1515,229229.546875
1516,199760.0
1517,164636.140625
1518,163185.078125
1519,217105.09375
1520,120601.796875
1521,144360.125
1522,200366.21875
1523,126725.2734375
1524,140561.0625
1525,137723.4375
1526,90003.5390625
1527,112887.0859375
1528,133753.421875
1529,146945.96875
1530,183689.21875
1531,151586.0625
1532,109302.671875
1533,165433.6875
1534,154865.40625
1535,187393.15625
1536,113699.2421875
1537,109221.8984375
1538,153855.4375
1539,211073.71875
1540,164619.125
1541,161041.859375
1542,140016.109375
1543,174909.65625
1544,78306.84375
1545,90344.8828125
1546,166501.484375
1547,167983.046875
1548,133756.171875
1549,119304.765625
1550,152008.78125
1551,136364.03125
1552,189794.5
1553,158081.484375
1554,124736.03125
1555,202126.953125
1556,101135.359375
1557,120658.1796875
1558,123569.5078125
1559,88113.453125
1560,149770.1875
1561,171646.03125
1562,147258.015625
1563,127731.953125
1564,178322.484375
1565,213451.125
1566,210781.71875
1567,113985.1875
1568,212139.5625
1569,198228.53125
1570,166759.03125
1571,138069.515625
1572,129287.6484375
1573,248096.71875
1574,130051.0234375
1575,241860.15625
1576,278234.9375
1577,196777.75
1578,158066.59375
1579,140373.765625
1580,200659.875
1581,138545.125
1582,127064.9296875
1583,267933.90625
1584,260047.28125
1585,130356.515625
1586,84984.5390625
1587,101775.859375
1588,136426.359375
1589,124801.3125
1590,146744.4375
1591,93913.0078125
1592,154519.90625
1593,128779.796875
1594,195265.0
1595,156598.34375
1596,229006.09375
1597,200980.09375
1598,208399.40625
1599,171712.0625
1600,177775.890625
1601,67698.484375
1602,131414.25
1603,92677.0546875
1604,205693.84375
1605,272938.78125
1606,182986.796875
1607,194936.09375
1608,250968.984375
1609,223748.53125
1610,192607.421875
1611,183915.765625
1612,197576.71875
1613,186181.96875
1614,117965.4296875
1615,83499.6171875
1616,84009.7734375
1617,98317.1484375
1618,123184.8046875
1619,155596.015625
1620,221899.3125
1621,168508.4375
1622,161911.96875
1623,255199.171875
1624,239801.890625
1625,144941.9375
1626,195304.65625
1627,206205.453125
1628,269089.75
1629,199712.390625
1630,266535.65625
1631,186998.203125
1632,218246.6875
1633,202923.203125
1634,207200.1875
1635,189260.78125
1636,181539.1875
1637,205505.125
1638,207821.46875
1639,204450.125
1640,251430.046875
1641,205511.9375
1642,273799.75
1643,247527.125
1644,246776.0625
1645,192063.140625
1646,182013.59375
1647,189204.953125
1648,134117.375
1649,124732.7578125
1650,107296.1015625
1651,131954.734375
1652,98617.1953125
1653,99321.2265625
1654,166994.375
1655,141871.25
1656,158715.921875
1657,167913.921875
1658,169208.46875
1659,118514.78125
1660,164890.9375
1661,407131.5625
1662,351903.8125
1663,332842.03125
1664,378349.375
1665,320278.34375
1666,310078.5625
1667,328099.125
1668,326122.4375
1669,277667.65625
1670,327052.5625
1671,259845.03125
1672,343297.03125
1673,313692.0
1674,260311.125
1675,200431.078125
1676,196130.6875
1677,219626.0625
1678,341958.71875
1679,311502.71875
1680,290427.1875
1681,266387.34375
1682,283703.75
1683,204092.875
1684,227950.578125
1685,213918.4375
1686,170255.3125
1687,210802.0625
1688,227239.328125
1689,228254.96875
1690,212401.484375
1691,201791.046875
1692,255994.359375
1693,199209.65625
1694,189523.59375
1695,194876.859375
1696,260784.8125
1697,195889.0625
1698,341227.6875
1699,273047.3125
1700,262162.40625
1701,264037.875
1702,267596.0625
1703,268741.375
1704,276612.46875
1705,248227.90625
1706,369279.3125
1707,227025.75
1708,226403.46875
1709,291351.96875
1710,249020.28125
1711,283460.53125
1712,266443.375
1713,281403.9375
1714,222032.59375
1715,230248.921875
1716,217797.90625
1717,204545.078125
1718,159712.546875
1719,249254.90625
1720,245268.9375
1721,213900.65625
1722,162205.046875
1723,187518.3125
1724,234032.25
1725,268637.5625
1726,218421.890625
1727,180601.0625
1728,219655.84375
1729,170158.84375
1730,244577.8125
1731,140670.90625
1732,137475.875
1733,124423.984375
1734,118575.3984375
1735,141808.96875
1736,133310.9375
1737,280313.4375
1738,229996.65625
1739,289941.21875
1740,211972.265625
1741,191912.90625
1742,175171.015625
1743,193031.46875
1744,274003.875
1745,243633.5625
1746,239725.25
1747,251052.125
1748,253758.125
1749,177921.71875
1750,128854.109375
1751,254368.234375
1752,123254.7265625
1753,166470.328125
1754,208786.75
1755,165087.046875
1756,134608.3125
1757,121489.9921875
1758,159330.671875
1759,177625.28125
1760,185980.640625
1761,176264.15625
1762,197090.359375
1763,190328.078125
1764,126379.6015625
1765,186411.71875
1766,187972.75
1767,217715.296875
1768,144675.203125
1769,181772.75
1770,156794.640625
1771,114735.265625
1772,152623.671875
1773,161002.09375
1774,170143.25
1775,134043.9375
1776,140164.296875
1777,125760.0234375
1778,137101.625
1779,156667.3125
1780,187771.8125
1781,130163.8671875
1782,102981.8671875
1783,175981.71875
1784,114882.5
1785,148596.71875
1786,178427.9375
1787,180724.40625
1788,100400.1171875
1789,128417.109375
1790,76589.6953125
1791,255052.75
1792,159567.84375
1793,193537.390625
1794,161523.53125
1795,143390.578125
1796,161441.890625
1797,138707.875
1798,130574.9296875
1799,104682.390625
1800,131215.71875
1801,141882.296875
1802,127266.21875
1803,187226.5625
1804,143409.28125
1805,158065.546875
1806,145925.8125
1807,183589.140625
1808,158765.125
1809,140154.0
1810,169662.421875
1811,153763.96875
1812,119871.7578125
1813,140602.15625
1814,101305.109375
1815,79882.171875
1816,118648.7578125
1817,170001.640625
1818,193522.5625
1819,167623.96875
1820,75752.453125
1821,138037.59375
1822,176277.9375
1823,37879.08984375
1824,128872.4921875
1825,143918.65625
1826,106972.640625
1827,70976.3046875
1828,141027.984375
1829,141346.6875
1830,171405.734375
1831,171139.09375
1832,136011.125
1833,158776.15625
1834,140795.78125
1835,135948.203125
1836,133581.796875
1837,63542.5390625
1838,122952.15625
1839,113416.75
1840,106756.796875
1841,115645.4296875
1842,115137.15625
1843,161733.296875
1844,155562.796875
1845,201766.796875
1846,182311.828125
1847,171926.9375
1848,87103.5
1849,130590.8671875
1850,124450.8515625
1851,169593.421875
1852,132889.234375
1853,128123.703125
1854,185160.21875
1855,218468.203125
1856,259247.203125
1857,217082.84375
1858,205961.734375
1859,157709.125
1860,194659.390625
1861,157020.765625
1862,293461.65625
1863,288749.96875
1864,288794.5
1865,326740.5625
1866,304161.125
1867,244792.34375
1868,262975.71875
1869,215857.4375
1870,219080.265625
1871,250460.375
1872,218108.96875
1873,223356.890625
1874,139969.859375
1875,181386.828125
1876,205472.796875
1877,202669.71875
1878,219116.734375
1879,120112.4375
1880,130386.0703125
1881,244995.8125
1882,254048.75
1883,213788.359375
1884,209171.8125
1885,231832.6875
1886,229049.0625
1887,216446.5625
1888,252646.390625
1889,215087.3125
1890,143509.96875
1891,130996.5234375
1892,106829.5390625
1893,131585.859375
1894,143645.125
1895,166769.125
1896,153936.515625
1897,148948.640625
1898,145886.921875
1899,159888.34375
1900,136501.5
1901,182000.578125
1902,138215.09375
1903,235225.84375
1904,141505.65625
1905,183343.0
1906,186874.0625
1907,220595.84375
1908,128226.8203125
1909,144827.25
1910,136223.734375
1911,192410.0
1912,267663.8125
1913,178717.40625
1914,74209.125
1915,248117.390625
1916,115096.90625
1917,267084.1875
1918,152894.078125
1919,188592.34375
1920,158756.78125
1921,350270.96875
1922,311549.90625
1923,226864.046875
1924,240914.625
1925,235362.25
1926,338959.625
1927,152667.34375
1928,186056.375
1929,109855.109375
1930,147004.453125
1931,163480.8125
1932,162801.5
1933,220088.453125
1934,201078.828125
1935,192798.9375
1936,183071.6875
1937,190509.53125
1938,185183.921875
1939,229635.765625
1940,190247.796875
1941,199900.09375
1942,184315.203125
1943,211987.46875
1944,337564.625
1945,318369.375
1946,204833.265625
1947,286392.15625
1948,208530.171875
1949,248981.59375
1950,178408.046875
1951,266559.84375
1952,238396.171875
1953,197442.3125
1954,227451.40625
1955,164876.875
1956,322443.625
1957,186677.03125
1958,283624.21875
1959,179601.671875
1960,118601.6796875
1961,138119.421875
1962,98617.1875
1963,102587.5390625
1964,106793.640625
1965,146379.421875
1966,126245.4765625
1967,264285.46875
1968,319633.09375
1969,325714.5625
1970,328276.1875
1971,396080.5625
1972,341538.25
1973,310868.78125
1974,319374.5
1975,366296.34375
1976,262022.671875
1977,331087.21875
1978,324100.15625
1979,310918.5625
1980,233096.5
1981,311854.0
1982,217411.125
1983,217411.125
1984,194983.390625
1985,184455.15625
1986,195391.265625
1987,192498.46875
1988,223244.078125
1989,215622.015625
1990,237848.84375
1991,216184.6875
1992,232482.25
1993,199808.453125
1994,246832.625
1995,211446.671875
1996,277792.9375
1997,288083.9375
1998,283119.6875
1999,307098.9375
2000,286350.9375
2001,285647.875
2002,257035.921875
2003,280082.9375
2004,297017.84375
2005,247530.53125
2006,231643.890625
2007,264723.125
2008,210233.96875
2009,229212.984375
2010,239490.125
2011,171765.28125
2012,211496.796875
2013,215240.21875
2014,214770.515625
2015,223947.140625
2016,229030.15625
2017,230979.6875
2018,157943.703125
2019,163712.203125
2020,116440.40625
2021,105112.4296875
2022,233338.515625
2023,192500.703125
2024,276429.0
2025,318520.5
2026,180372.859375
2027,171714.375
2028,167626.3125
2029,163284.984375
2030,233303.5
2031,208239.796875
2032,239822.421875
2033,236493.984375
2034,180619.109375
2035,238893.96875
2036,202672.09375
2037,203541.21875
2038,320470.875
2039,207314.609375
2040,326521.15625
2041,296654.21875
2042,225328.96875
2043,154584.546875
2044,203763.296875
2045,211468.9375
2046,167745.375
2047,166155.65625
2048,148586.5
2049,182572.828125
2050,181424.375
2051,128781.3125
2052,122304.078125
2053,130890.40625
2054,83927.7421875
2055,186197.875
2056,169380.75
2057,123325.8359375
2058,245768.125
2059,170199.6875
2060,170482.046875
2061,184430.765625
2062,136039.90625
2063,123279.4140625
2064,156951.859375
2065,117737.7734375
2066,218917.90625
2067,175634.453125
2068,175865.296875
2069,112154.7265625
2070,117325.6015625
2071,106515.6796875
2072,211354.4375
2073,155864.421875
2074,185535.28125
2075,132236.234375
2076,123803.40625
